PROJECT,DEPLOYMENT_ID,FRAME_NUMBER,TARGET_NUMBER,SPECIES_GROUP,LX,LY,RX,RY,LENGTH,RANGE,ERROR,LHX,LHY,LTX,LTY,RHX,RHY,RTX,RTY,HX,HY,HZ,TX,TY,TZ,TARGET_LINK,COMMENT,ANNOTATOR,TIME_STAMP
DY2308_minicam_pilot,D20230717-T110310,1210,1,other_fish,1770.5571624618133,785.7586492032062,1789.5571624618133,830.7586492032062,,529.1,1.02423416921768,,,,,,,,,187.87701905037903,494.5111060404441,-10.47474479309634,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1210,2,other_fish,1893.0937564189196,766.7530433204155,1907.0937564189196,812.7530433204155,,491.1,0.16175159970189043,,,,,,,,,197.7237502144544,449.51052232781495,-5.4206719524585125,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1210,3,other_fish,1807.5689971032605,925.3027176707002,1827.5689971032605,972.3027176707002,,544.99,0.4201330770644217,,,,,,,,,200.8657338730399,504.601598441989,-45.19599763253845,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1211,1,other_fish,1603.6306620209057,1043.114982578397,1621.6306620209057,1089.114982578397,,539.81,1.6960000622378646,,,,,,,,,152.7342743645057,512.2604913018167,-75.22449911152015,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1211,2,other_fish,1543.0836236933796,1116.3658536585365,1560.0836236933796,1161.3658536585365,,538.47,3.2033778584735093,,,,,,,,,137.54200381402887,512.1670477687907,-93.38680392389251,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1216,1,other_fish,1362.1463414634145,594.8780487804878,1386.1463414634145,636.8780487804878,,585.62,0.8647887820263832,,,,,,,,,103.34489657444831,574.9421886559525,41.361296532228366,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1217,1,other_fish,864.7142857142857,661.7770034843205,877.7142857142857,703.7770034843205,,504.85,0.5627886878906919,,,,,,,,,-31.5310718940356,503.4859732223828,19.61947614570052,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1217,2,other_fish,1115.95818815331,550.3867595818815,1139.95818815331,591.3867595818815,,597.7,0.9161669303156188,,,,,,,,,35.44810578847233,594.0538551092792,55.564531488099234,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1218,1,other_fish,1126.662020905923,652.7491289198606,1150.662020905923,695.7491289198606,,600.01,0.7551854228505855,,,,,,,,,38.79873709759213,598.1949798567315,25.917717025375303,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1219,1,Adult_pollock,747.3240418118467,804.6027874564459,765.3240418118467,845.6027874564459,,558.31,0.7021107243598284,,,,,,,,,-66.39096128164354,554.0974772726747,-16.812472947873886,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1220,1,Adult_pollock,715.8885017421602,656.7491289198606,735.8885017421602,695.7491289198606,,573.87,2.472839145082303,,,,,,,,,-76.79003798306334,568.2076807181795,23.89417794929124,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1227,1,Adult_pollock,1423.3867595818815,1460.5644599303134,1359.3867595818815,1506.5644599303134,,243.83,2.954857741206548,,,,,,,,,47.4380444808879,225.67569989065652,-79.18990339649763,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1228,1,other_fish,1942.8013937282228,725.6759581881532,1958.8013937282228,770.6759581881532,,505.32,1.1206857701705355,,,,,,,,,212.71072533738916,458.3565181741102,3.769303351661466,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1240,1,other_fish,800.6480836236933,1395.9895470383274,762.6480836236933,1436.9895470383274,,298.28,2.6060903922807617,,,,,,,,,-26.64789492517836,283.0164737109937,-90.3313917643304,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1241,1,other_fish,867.0104529616724,1364.738675958188,840.0104529616724,1407.738675958188,,329.01,0.9024522740115024,,,,,,,,,-19.397036281193635,314.22616710026915,-95.56731078622352,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1242,1,Adult_pollock,872.362369337979,1461.0731707317073,850.9547038327526,1501.2125435540067,,353.61,4.778512066038606,,,,,,,,,-19.691641659905542,333.1737181758572,-116.82967177043216,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1245,1,Adult_pollock,1750.2613240418118,364.7456445993031,1707.2613240418118,406.7456445993031,,268.67,0.4412520086088759,,,,,,,,,91.87723320631926,248.28390241753883,45.80250356895236,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1246,1,Adult_pollock,1460.9616724738676,435.3205574912891,1428.9616724738676,476.3205574912891,18.18,301.66,0.13306030854050038,1435.7711130716132,431.94165292939965,1561.7288016625914,457.28588293342455,1403.7711130716132,472.94165292939965,1531.7288016625914,499.28588293342455,60.632251422678294,280.824759159547,42.55641646777189,78.439390547046,282.5629858180806,39.31763925244166,,,,
DY2308_minicam_pilot,D20230717-T110310,1247,1,Adult_pollock,1253.9407665505223,462.08013937282226,1230.9407665505223,503.08013937282226,,316.3,0.5245151194207455,,,,,,,,,39.48480088852115,310.936692545761,42.48049773168819,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1248,1,Adult_pollock,949.9094076655052,424.61672473867594,933.9094076655052,465.61672473867594,,343.54,0.30641553617370254,,,,,,,,,-7.19088473906441,339.4333299539327,52.49286635107802,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1249,1,Adult_pollock,741.2125435540069,650.3972125435539,733.2125435540069,690.3972125435539,,379.98,1.3027926924749964,,,,,,,,,-46.270283476871576,376.77674043793866,16.920106727223914,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1277,1,other_fish,891.1219512195121,1193.2926829268292,899.1219512195121,1236.2926829268292,,491.85,0.7874372102635734,,,,,,,,,-23.93142401448955,479.7858553982366,-105.57470002695592,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1328,1,Adult_pollock,1843.512195121951,1000.9756097560976,1779.512195121951,1048.9756097560976,,235.03,0.08929652033436644,,,,,,,,,89.59480986808987,215.5608086149759,-27.308149710587628,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1329,1,Adult_pollock,1571.6480836236933,1000.2996515679442,1530.6480836236933,1046.2996515679442,,274.14,0.8715707571692838,,,,,,,,,73.96881208258392,261.89706300299224,-33.009114436117876,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1330,1,Adult_pollock,1525.8606271777005,1076.90243902439,1495.8606271777005,1123.90243902439,22.41,314.33,0.4568706701162866,1563.3302067709906,1123.1897886597355,1459.394709418351,1007.5348370825338,1533.3302067709906,1170.1897886597355,1428.394709418351,1052.5348370825338,80.75411049314577,289.9863457951403,-53.988470828523035,65.72652520404611,289.0092470200222,-37.386245106583125,,,,
DY2308_minicam_pilot,D20230717-T110310,1331,1,Adult_pollock,1479.6933797909408,1208.0243902439024,1447.6933797909408,1255.0243902439024,,303.23,0.9007858739476532,,,,,,,,,68.43474994631318,288.0394041151341,-65.56170556082301,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1341,1,other_fish,1255.0243902439024,650.2578397212543,1268.404181184669,690.3972125435539,,494.36,3.192889542256233,,,,,,,,,62.43283951555957,489.89807651090706,22.218338523531795,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1342,1,other_fish,1008.836236933798,685.0452961672473,1022.2160278745644,727.8606271777003,,503.91,0.8317431346648615,,,,,,,,,3.784528194509536,503.70318460599736,13.89054904181346,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1359,1,other_fish,909.8257839721254,1046.2996515679442,917.8536585365852,1091.7909407665504,,481.13,2.803577228276087,,,,,,,,,-19.350356386943293,475.50561743998696,-70.7806058019228,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1360,1,other_fish,698.4250871080138,1048.9756097560976,703.4250871080138,1090.9756097560976,,466.17,0.09227522737336956,,,,,,,,,-65.64401379037305,456.4362111293802,-68.35114748242174,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1361,1,other_fish,543.2195121951219,1011.5121951219512,556.2195121951219,1052.5121951219512,,530.68,0.016301517657421407,,,,,,,,,-112.93664710443348,514.0890947929613,-67.63754045460038,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1396,1,Adult_pollock,910.0940766550522,1164.857142857143,891.0940766550522,1206.857142857143,,346.29,1.804639897207281,,,,,,,,,-13.76305365488768,338.91001598416057,-69.78448269003475,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1397,1,Adult_pollock,889.0104529616724,1178.2369337979094,867.0104529616724,1220.2369337979094,,336.31,1.6559112437704375,,,,,,,,,-16.722735310465605,328.5530135419385,-69.8169009345178,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1398,1,Adult_pollock,768.9163763066201,1320.0627177700346,743.9163763066201,1362.0627177700346,,334.65,1.0214274442065088,,,,,,,,,-35.11284515559872,320.2937036544658,-90.40109386200082,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1398,2,Adult_pollock,283.27723730923503,1135.132358074863,207.27723730923503,1173.132358074863,,221.74,1.0086737629185083,,,,,,,,,-71.5553843019602,206.10995403516708,-39.59111362651523,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1399,1,Adult_pollock,456.3379790940766,1103.6341463414633,385.3379790940766,1142.6341463414633,,225.18,1.1702030199336897,,,,,,,,,-56.32378959894345,214.69951453908297,-37.893605437552274,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1400,1,Adult_pollock,513.8850174216027,937.724738675958,446.8850174216027,976.724738675958,23.03,234.16,0.816444648388758,583.3156133986437,929.554064880114,375.5725425097615,955.5219487412242,515.3156133986437,968.554064880114,309.5725425097615,993.5219487412242,-43.848664128684945,219.27212830969228,-19.973677418134,-66.6359469614239,220.7948725242495,-22.95229734229563,,,,
DY2308_minicam_pilot,D20230717-T110310,1401,1,Adult_pollock,603.2195121951219,854.7700348432055,543.2195121951219,893.7700348432055,,236.6,2.1290412090218664,,,,,,,,,-44.14366607904644,232.09628706255145,-12.663149357077533,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1402,1,Adult_pollock,755.7770034843205,802.9268292682926,703.7770034843205,842.9268292682926,,249.06,1.6932738753288186,,,,,,,,,-28.611738472348964,247.3063796533133,-7.25260228259746,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1403,1,Adult_pollock,996.6411149825784,788.547038327526,952.6411149825784,829.547038327526,,263.63,1.7192776629268909,,,,,,,,,0.4167782021418499,263.56573183145235,-5.877465246920077,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1404,1,Adult_pollock,1291.6724738675955,810.6306620209059,1249.6724738675955,853.6306620209059,,267.41,1.0218333963511952,,,,,,,,,38.426618092538845,264.48486053273734,-8.788040273655406,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1405,1,other_fish,1759.3170731707316,630.3414634146341,1723.3170731707316,674.3414634146341,,282.67,0.1871669031425153,,,,,,,,,98.9901118943252,264.3800339643799,14.452934036153366,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1405,2,other_fish,400.0501742160277,1139.625783972125,360.0501742160277,1178.625783972125,,289.26,1.0107760762058864,,,,,,,,,-79.19230444203318,273.11072956282,-53.0398234737781,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1406,1,Adult_pollock,798.6480836236933,1002.6236933797908,762.6480836236933,1043.623693379791,,288.63,1.3818682614326587,,,,,,,,,-27.045026009245767,285.07525616085934,-36.13048890106713,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1406,2,Adult_pollock,663.0648794629733,1237.539795588503,641.0648794629733,1277.539795588503,,342.47,2.2985715258208788,,,,,,,,,-53.03846468545,328.87345329769533,-79.46105181361534,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1407,1,Adult_pollock,897.6585365853658,906.2891986062716,861.6585365853658,947.2891986062716,,285.31,1.6991507474623255,,,,,,,,,-13.238102931625916,284.10012822757756,-22.62989012039567,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1407,2,Adult_pollock,999.1242094236164,1091.583795543805,977.1242094236164,1134.583795543805,21.48,328.5,0.33595714811298655,1042.8969782545737,1075.0954815928262,918.2845887117256,1126.111292076811,1020.8969782545736,1118.0954815928262,894.2845887117255,1169.111292076811,7.862655740311816,326.0148771009035,-52.85157039081382,-11.7587895849625,321.18028516667175,-60.13048063371798,,,,
DY2308_minicam_pilot,D20230717-T110310,1408,1,Adult_pollock,791.94425087108,935.724738675958,751.94425087108,976.724738675958,18.69,278.46,0.4999818905656672,746.8743744412308,946.1378394820264,882.1408142134499,912.3212295389718,706.8743744412308,987.1378394820264,842.1408142134499,953.3212295389718,-32.964342267366064,274.4960425454501,-27.260911057535186,-14.852409836301709,274.26289749978616,-22.658735196693293,,,,
DY2308_minicam_pilot,D20230717-T110310,1409,1,Adult_pollock,584.5435540069686,1070.5226480836236,540.5435540069686,1110.5226480836236,,273.74,1.1375561232431397,,,,,,,,,-52.90959577859151,265.19990072087967,-42.47299431774987,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1410,1,Adult_pollock,245.3449477351916,1061.8188153310105,195.3449477351916,1099.8188153310105,,267.23,1.0504334351778837,,,,,,,,,-90.81324431301904,248.31446288747287,-38.790987451645506,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1432,1,Adult_pollock,711.8048780487804,880.3902439024389,701.8048780487804,921.3902439024388,,375.9,0.6204019822496979,,,,,,,,,-50.97011703746402,371.586121719337,-25.01058639565479,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1433,1,Adult_pollock,829.8432055749129,1033.7351916376306,818.8432055749129,1075.7351916376306,,374.5,0.6780318240736573,,,,,,,,,-29.452573782140632,369.6281479109051,-52.50745547407278,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1434,1,Adult_pollock,921.149825783972,1279.9233449477351,907.149825783972,1321.9233449477351,,372.01,2.469043327896042,,,,,,,,,-12.676247141870752,359.6368024923616,-94.2854478416239,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1435,1,other_fish,920.5296167247386,1340.6550522648083,912.5017421602788,1386.1463414634145,,403.97,1.4763262081375077,,,,,,,,,-13.787040935049012,387.4732056546583,-113.4396051626547,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1436,1,other_fish,945.233449477352,1154.1533101045295,931.233449477352,1196.1533101045295,,364.98,2.0947909274981344,,,,,,,,,-8.397216179775915,357.75883061997354,-71.76681934584366,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1437,1,other_fish,950.9094076655052,1282.5993031358885,933.9094076655052,1324.5993031358885,,359.33,2.736507861505839,,,,,,,,,-7.198964836903263,347.40647527474755,-91.51398260235617,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1444,1,other_fish,278.29965156794424,610.1184668989547,261.29965156794424,649.1184668989547,,354.08,0.6727030516491853,,,,,,,,,-116.60752057577572,333.6359769455586,21.56685554365024,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1444,2,other_fish,1263.406829268292,1019.2189547038322,1260.406829268292,1063.2189547038322,,405.0,1.404349488680237,,,,,,,,,52.37644119628088,397.9910173778327,-53.68532640683583,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1444,3,other_fish,1442.341463414634,1423.6097560975609,1388.8222996515678,1477.128919860627,,261.08,6.12799054857129,,,,,,,,,53.23315437384819,242.38761236205147,-81.10927639976232,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1445,1,Adult_pollock,1554.731707317073,1391.4982578397212,1503.88850174216,1431.637630662021,,266.78,10.95846681131329,,,,,,,,,67.54612982729354,246.13160958413852,-77.6585000084979,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1449,1,Adult_pollock,1418.2473867595818,1003.9756097560976,1319.2473867595818,1048.9756097560976,20.0,188.76,0.25797834319942975,1493.7158067107057,972.5563379649876,1278.5911243909338,1056.0623200479838,1394.7158067107057,1017.5563379649876,1179.5911243909338,1101.0623200479838,43.35225504028138,177.52639237786056,-19.946158723603453,25.020547721322323,179.94262501705214,-27.55928959484604,,,,
DY2308_minicam_pilot,D20230717-T110310,1450,1,Adult_pollock,1334.2648083623692,837.3902439024389,1228.2648083623692,880.3902439024389,,174.42,1.278927564726405,,,,,,,,,28.549140972131237,171.88525710259103,-7.94691327940046,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1450,2,other_fish,1130.0787456445992,1193.0954703832751,1117.0787456445992,1237.0954703832751,,368.83,1.4962414522431102,,,,,,,,,23.964849291369553,359.47126193568863,-79.02049919109476,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1451,1,Adult_pollock,1212.2090592334494,1156.0139372822298,1096.2090592334494,1200.0139372822298,,168.89,1.3472114768109344,,,,,,,,,17.571575713485686,164.6512687952871,-33.218787401882494,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1452,1,Adult_pollock,967.9547038327526,1362.8780487804877,850.9547038327526,1404.8780487804877,,172.31,2.205489539074705,,,,,,,,,-2.048188814496232,164.89495796116233,-49.95178753046075,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1453,1,Adult_pollock,794.759581881533,1145.3101045296166,682.759581881533,1185.3101045296166,,172.68,2.315833767948508,,,,,,,,,-16.338177076252023,168.68440557629037,-33.11311802428728,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1454,1,Adult_pollock,764.6376306620208,357.0418118466899,663.6376306620208,396.0418118466899,,180.61,1.8188116162728687,,,,,,,,,-19.68412736998368,176.44076421409017,33.207274623836824,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1455,1,Adult_pollock,422.05923344947735,408.8850174216027,305.05923344947735,446.8850174216027,,168.81,2.5519213576960693,,,,,,,,,-44.83510966518237,160.61795926820204,26.237463012677075,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1456,1,Adult_pollock,829.547038327526,123.09407665505223,743.9163763066201,157.88153310104528,,201.31,5.959200089121893,,,,,,,,,-15.371168580868698,192.06186826451176,58.32619506150443,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1457,1,Adult_pollock,1273.7560975609756,48.16724738675958,1198.8292682926829,80.2787456445993,,215.47,8.185623218304265,,,,,,,,,27.74081096835333,202.2401620119532,68.95898984938518,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1460,1,Adult_pollock,1317.9233449477351,656.4250871080138,1321.9233449477351,698.4250871080138,,430.92,1.2029303980741892,,,,,,,,,67.24096747998036,425.2685432446906,17.848585790155607,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1461,1,Adult_pollock,1233.2926829268292,594.8780487804878,1236.2926829268292,636.8780487804878,,426.22,0.378084809300834,,,,,,,,,49.33440733748603,422.2658819599039,30.3100596206756,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1462,1,Adult_pollock,1128.2543554006968,633.3414634146341,1129.2543554006968,674.3414634146341,,417.42,1.505293867418021,,,,,,,,,27.30282505917386,415.9352983561836,22.140033664043187,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1478,1,other_fish,1110.5226480836236,535.191637630662,1123.5226480836236,576.191637630662,,495.19,0.7786621034797071,,,,,,,,,28.0514203523717,491.8928441687464,49.63922475563936,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1479,1,other_fish,1014.1881533101044,540.5435540069686,1028.1881533101046,583.5435540069686,,506.01,1.9038244801086404,,,,,,,,,5.101293805753419,503.5805735688822,49.22725418611641,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1478,2,other_fish,995.4564459930313,1008.836236933798,994.4564459930313,1051.836236933798,,419.95,0.6038587619361824,,,,,,,,,0.4176736733431111,416.44936662043017,-54.08450471150049,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1479,2,other_fish,974.3728222996516,1035.411149825784,971.3728222996516,1078.411149825784,,410.73,0.5805421432292669,,,,,,,,,-3.767264295060818,406.5830094616848,-58.08000708848108,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1480,1,other_fish,891.7979094076654,477.4599303135888,901.7979094076654,516.4599303135888,,478.96,2.264899710277708,,,,,,,,,-23.4715610328014,474.434902849648,61.3784397858383,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1480,2,other_fish,1006.4843205574912,1027.383275261324,1003.4843205574912,1070.383275261324,,409.74,0.7739747165569731,,,,,,,,,2.5868935171679825,405.83437595446566,-56.36652176315094,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1488,1,Adult_pollock,917.8536585365852,693.0731707317073,912.8536585365852,734.0731707317073,,391.16,0.9933066485889062,,,,,,,,,-14.363817591051385,390.78045771692376,9.391817512345131,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1489,1,Adult_pollock,808.1393728222996,529.8397212543554,804.1393728222996,569.8397212543554,,397.16,1.0815890485444108,,,,,,,,,-35.49959363349433,393.4619310754589,40.767065903222104,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1490,1,Adult_pollock,701.1010452961672,561.951219512195,695.1010452961672,601.951219512195,,389.83,0.8675571505277776,,,,,,,,,-54.757259056448504,384.48380927297455,33.81960114951886,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1491,1,Adult_pollock,741.8885017421602,726.9999999999999,735.8885017421602,767.9999999999999,,390.4,0.3378398383226984,,,,,,,,,-47.45450203466853,387.4940863705757,2.864239798232892,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1492,1,Adult_pollock,952.6132404181184,846.4181184668989,944.6132404181184,888.4181184668989,,379.57,0.6739718608138524,,,,,,,,,-7.521600161964597,379.01078733264137,-19.210501002764108,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1493,1,Adult_pollock,1117.8466898954705,853.4459930313589,1107.8466898954705,896.4459930313589,,368.5,0.4446085377890153,,,,,,,,,22.24674688732473,367.293571622614,-19.894086054253,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1494,1,Adult_pollock,1193.0975609756097,781.1951219512194,1180.0975609756097,824.1951219512194,,353.67,0.3600320362148053,,,,,,,,,34.212790439569986,351.9437455979024,-6.687346675507319,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1495,1,Adult_pollock,1400.1463414634145,762.4634146341463,1386.1463414634145,805.4634146341463,,347.6,1.255816827349612,,,,,,,,,67.6055478186875,340.94941851970225,-3.3120142911915544,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1496,1,Adult_pollock,1586.7874564459928,801.6027874564459,1570.7874564459928,845.6027874564459,,340.48,1.3866455435614815,,,,,,,,,94.71860090073672,326.89895190376126,-9.423084080914077,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1497,1,other_fish,1778.7804878048778,943.1045296167248,1760.7804878048778,990.1045296167248,,339.04,0.3445435806687825,,,,,,,,,121.02269324864172,315.1816257307922,-30.978331063072424,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1501,1,Adult_pollock,1773.428571428571,556.4146341463414,1755.428571428571,599.4146341463414,,332.94,0.6362880069696782,,,,,,,,,118.21003723964634,309.9695984865758,28.18339239380098,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1502,1,Adult_pollock,1514.2125435540067,650.0731707317073,1501.2125435540067,693.0731707317073,,349.31,0.6621088581134271,,,,,,,,,85.96506614212322,338.22665942826814,15.231386201816036,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1503,1,other_fish,1340.951219512195,714.2961672473867,1329.951219512195,757.2961672473867,,359.02,0.5490603808011366,,,,,,,,,59.940212297205335,353.94971323555166,4.824972477349926,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1504,1,other_fish,1230.2369337979094,813.3066202090591,1220.2369337979094,856.3066202090591,,366.14,0.8036215229732739,,,,,,,,,41.91979023650903,363.5126000284642,-12.563370507794838,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1505,1,Adult_pollock,1139.93031358885,840.0662020905922,1131.93031358885,883.0662020905922,,376.63,0.49256429570456167,,,,,,,,,26.76344020655163,375.25594206924944,-17.877586561251597,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1506,1,Adult_pollock,1073.0313588850174,822.334494773519,1065.0313588850174,864.334494773519,,377.08,1.2207585485120027,,,,,,,,,14.590619470592603,376.51029453876646,-14.628175909390375,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1507,1,Adult_pollock,1066.6794425087107,822.334494773519,1059.6794425087107,864.334494773519,,381.73,1.189095863928224,,,,,,,,,13.594015844403206,381.2029518490046,-14.812705285055134,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1508,1,Adult_pollock,1124.5505226480836,933.724738675958,1118.5505226480836,976.724738675958,,388.91,1.0212774428700857,,,,,,,,,24.676371596559548,386.45063124368033,-36.00638346060218,,,,,,,
DY2308_minicam_pilot,D20230717-T110310,1509,1,Adult_pollock,1249.320557491289,1068.198606271777,1244.320557491289,1113.198606271777,,397.49,0.4483875622062934,,,,,,,,,48.61034191342766,389.6146360755036,-61.95019707966212,,,,,,,
